problem;type;runupdate;mombi2;moead;nsgaii;spea2;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9060479133555474;0.8441841307793103;0.5384793512848034;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.121700063577611;0.07306660919147695;0.08436734591455564;0.2987603918102322;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.6736410270408204;0.9077260631683435;0.990372163770195;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.4440681891809872;0.26321769799443534;0.04912282696595416;0.0043123138477605735;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9241803790469171;0.9871221120367362;0.9637931266341724;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.6583117157321678;0.058230955443992656;0.008601427627114515;0.025094353887427524;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9131452922998095;0.8772036878496026;0.9509311149135008;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.3933823169772568;0.06714013257846764;0.0648119329250251;0.036343989734969606;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9020580765502286;0.9949180618967818;0.9960456052378299;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.2442277999133446;0.07633102112310139;0.002242871713342871;0.002498453285603589;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0.16819864766921125;0.8661636132101619;0.9190426261722068;0.9675116319577863;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;0.6910541985432872;0.10569921840133788;0.05972662876340365;0.015556804185512097;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9538874136105981;0.864618692084806;0.9879997342727014;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;0.8516117096120144;0.03392519989188998;0.07179331362193837;0.007565714650595876;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8929631190670171;0.9980474896522242;0.9533069073373296;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.5200423991276169;0.06661620239157257;0.0007793901005041442;0.034388518999611366;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9234780073840336;0.9954833600911404;0.991399292112731;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.4055199524729616;0.055625594090106596;0.001962789874221272;0.004488589642256604;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9469159809121829;0.9688315727702477;0.9993791135476693;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.09549095593227;0.03960598414896997;0.01823672575273561;0.000341259408096949;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.803354308715875;0.8880717609929144;0.9158105595491781;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.1625265267400369;0.17216227081249438;0.08773238980629319;0.06402056938321424;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0.07363350781905383;0.667063501219827;0.8767125735393352;0.7509330291497096;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;0.7812958095129319;0.22511375185243795;0.06509086628349355;0.14730082343779002;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9253553479718909;0.8796988957113874;0.6758644245179798;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.6275448607787004;0.057265857673027366;0.06347399202746541;0.23297890929140427;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8399985263853408;0.873529239345231;0.7128417623823585;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.6234455623397421;0.09725744524186766;0.06681012872294274;0.22065546030312302;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.6778574856518429;0.9265157056956842;0.9668595840035173;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.2002440287106386;0.2561642303006875;0.037906121526544025;0.021167383359014604;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9551886678753725;0.8058655079013426;0.9749811268601359;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.9737127712714944;0.03286053731162009;0.10821273590592205;0.01720964806537128;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.892786706689271;0.999827668471453;0.8432650230352401;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.3205480323868446;0.08357815638947484;0.00005853343737045558;0.08466393754897164;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8036075994919748;0.9820253697972708;0.9442792948170661;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.0777770265241928;0.1426204232619341;0.01208503870767788;0.041786387995688935;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0.028441457724192282;0.709856918053489;0.9765353106727886;0.8644447723955568;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;0.8244699435033499;0.2020016654072771;0.015441823456103603;0.08919627059594287;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9315388624359593;0.8041122604234416;0.9395813467955346;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.4270317961411072;0.052180328838592784;0.10930399090450188;0.03076937735990108;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8290800398464826;0.6455755371144912;0.9327382110022557;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.7040213736081282;0.13075821236143353;0.23922950221805916;0.05122909293507924;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8201784133521041;0.7519688083064774;0.6670112534004943;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.3478125791583104;0.12652938091809388;0.14650177315764118;0.2682490062610271;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8222879020931383;0.9622355098604399;0.9692524068120428;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.5664410700214284;0.1415743285346433;0.018420590782279204;0.021482176454721395;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8837431152701425;0.8826859378074512;0.9208094288121009;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.3467440298483595;0.09131598944317192;0.06181566712759443;0.04280677399829474;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8425232870684469;0.9422438596779624;0.9989435781907163;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.572453227886517;0.09071181663996143;0.02916683677640943;0.00040350317182193487;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9454014234463878;0.9709951003091329;0.7213492421523786;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.0663781204610812;0.03983985243345378;0.014051407735101933;0.19665386762935116;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0.42594027282851243;0.8608890364840256;0.9203631298547487;0.8416454314507665;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;0.4632055596735853;0.07561325459407163;0.061303510630711704;0.08557153898946056;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0.2195422736063298;0.7384912013084353;0.896802985019182;0.1532634469750747;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;0.6443552025823515;0.20018251669905537;0.05406867375089074;0.7048465250751932;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.974303551728192;0.7885489159984113;0.8098967711787718;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.037609125228275;0.016996520072089287;0.12890250470717746;0.1162460736497258;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9622107618107947;0.9976062342280153;0.9447396642619837;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.0874709570557834;0.02711518772809284;0.0014529471550300244;0.04138282021692243;
